inscricao_id,aluno_id,uc_id,semestre,ano_letivo,nota_final,resultado,epoca
I0020772,A01954,ING1,2,2023/2024,,Não avaliado,Especial
I0020773,A01954,MKTG,2,2024/2025,13,Aprovado,Recurso
I0020774,A01955,MICR,2,2025/2026,15,Aprovado,Normal
I0020775,A01955,BIOC,1,2023/2024,5,Reprovado,Recurso
I0020776,A01955,BIAR,2,2023/2024,12,Aprovado,Normal
I0020777,A01955,REDES,2,2023/2024,15,Aprovado,Normal
I0020778,A01955,DSCI,2,2023/2024,4,Reprovado,Normal
I0020779,A01955,SOFT,2,2023/2024,18,Aprovado,Recurso
I0020780,A01955,CONT,2,2025/2026,1,Reprovado,Recurso
I0020781,A01956,GENE,1,2025/2026,6,Reprovado,Recurso
I0020782,A01956,ANAC,1,2024/2025,18,Aprovado,Recurso
I0020783,A01956,BIAR,1,2024/2025,9,Reprovado,Normal
I0020784,A01956,SEMI,2,2024/2025,19,Aprovado,Recurso
I0020785,A01956,MLAB,1,2024/2025,,Não avaliado,Recurso
I0020786,A01956,DWHS,2,2025/2026,15,Aprovado,Normal
I0020787,A01956,PROJ,1,2025/2026,14,Aprovado,Normal
I0020788,A01956,MKTG,2,2024/2025,10,Aprovado,Recurso
I0020789,A01956,BDAD,1,2024/2025,11,Aprovado,Recurso
I0020790,A01956,FINA,1,2024/2025,11,Aprovado,Especial
I0020791,A01957,MKTG,2,2025/2026,20,Aprovado,Normal
I0020792,A01957,BIAR,2,2024/2025,17,Aprovado,Normal
I0020793,A01957,REDES,2,2025/2026,15,Aprovado,Recurso
I0020794,A01957,SINA,1,2024/2025,,Não avaliado,Recurso
I0020795,A01957,BDAD,2,2025/2026,20,Aprovado,Normal
I0020796,A01957,FIS1,1,2024/2025,11,Aprovado,Recurso
I0020797,A01957,ING1,2,2024/2025,6,Reprovado,Normal
I0020798,A01958,MACR,1,2022/2023,,Não avaliado,Normal
I0020799,A01958,PSIC,2,2024/2025,20,Aprovado,Normal
I0020800,A01958,TRAD,1,2023/2024,19,Aprovado,Normal
I0020801,A01958,PROJ,2,2020/2021,3,Reprovado,Normal
I0020802,A01958,ING1,1,2020/2021,17,Aprovado,Normal
I0020803,A01958,CONT,1,2025/2026,18,Aprovado,Normal
I0020804,A01958,ANAC,1,2022/2023,12,Aprovado,Normal
I0020805,A01958,FIS2,1,2022/2023,5,Reprovado,Normal
I0020806,A01958,DWHS,2,2021/2022,18,Aprovado,Normal
I0020807,A01958,REDES,2,2022/2023,15,Aprovado,Normal
I0020808,A01958,SEMI,1,2020/2021,,Não avaliado,Recurso
I0020809,A01959,ING1,2,2025/2026,11,Aprovado,Normal
I0020810,A01959,MACR,1,2025/2026,13,Aprovado,Normal
I0020811,A01959,BIAR,1,2025/2026,,Não avaliado,Normal
I0020812,A01959,TRAD,2,2025/2026,13,Aprovado,Normal
I0020813,A01959,SEMI,1,2025/2026,17,Aprovado,Recurso
I0020814,A01959,CONT,2,2025/2026,9,Reprovado,Recurso
I0020815,A01959,REDES,2,2025/2026,13,Aprovado,Normal
I0020816,A01959,ESTG,2,2025/2026,18,Aprovado,Normal
I0020817,A01959,CALC,1,2025/2026,,Não avaliado,Recurso
I0020818,A01959,MKTG,1,2025/2026,16,Aprovado,Recurso
I0020819,A01959,ANAC,1,2025/2026,,Não avaliado,Recurso
I0020820,A01960,SINA,1,2025/2026,3,Reprovado,Especial
I0020821,A01960,BIAR,1,2025/2026,10,Aprovado,Recurso
I0020822,A01960,REDES,2,2023/2024,16,Aprovado,Recurso
I0020823,A01960,BIOC,2,2025/2026,5,Reprovado,Normal
I0020824,A01960,ING1,1,2020/2021,16,Aprovado,Normal
I0020825,A01960,MLAB,2,2022/2023,18,Aprovado,Normal
I0020826,A01960,SEMI,2,2020/2021,13,Aprovado,Recurso
I0020827,A01960,CALC,2,2021/2022,18,Aprovado,Normal
I0020828,A01960,ALGA,2,2023/2024,6,Reprovado,Normal
I0020829,A01960,PSIC,2,2025/2026,12,Aprovado,Normal
I0020830,A01960,MICR,2,2021/2022,12,Aprovado,Normal
I0020831,A01960,MACR,1,2025/2026,20,Aprovado,Normal
I0020832,A01961,MKTG,1,2020/2021,,Não avaliado,Normal
I0020833,A01961,PROG,2,2024/2025,10,Aprovado,Recurso
I0020834,A01961,REDES,2,2025/2026,17,Aprovado,Normal
I0020835,A01961,BIAR,2,2022/2023,12,Aprovado,Normal
I0020836,A01961,ANAC,2,2025/2026,11,Aprovado,Normal
I0020837,A01961,SINA,2,2025/2026,17,Aprovado,Normal
I0020838,A01961,ING1,2,2020/2021,13,Aprovado,Normal
I0020839,A01961,CONT,2,2020/2021,16,Aprovado,Normal
I0020840,A01961,SEMI,2,2025/2026,8,Reprovado,Normal
I0020841,A01961,PROJ,2,2024/2025,9,Reprovado,Normal
I0020842,A01961,MACR,2,2022/2023,19,Aprovado,Normal
I0020843,A01961,ESTG,1,2023/2024,17,Aprovado,Recurso
I0020844,A01961,FIS2,2,2020/2021,15,Aprovado,Normal
I0020845,A01962,SINA,2,2022/2023,,Não avaliado,Normal
I0020846,A01962,FINA,2,2022/2023,10,Aprovado,Normal
I0020847,A01962,PSIC,1,2024/2025,17,Aprovado,Normal
I0020848,A01962,PROG,2,2024/2025,10,Aprovado,Normal
I0020849,A01962,MICR,1,2023/2024,9,Reprovado,Normal
I0020850,A01962,MKTG,2,2025/2026,0,Reprovado,Normal
I0020851,A01962,ING1,2,2025/2026,0,Reprovado,Normal
I0020852,A01962,CALC,2,2023/2024,19,Aprovado,Recurso
I0020853,A01963,GENE,2,2023/2024,,Não avaliado,Normal
I0020854,A01963,CALC,1,2021/2022,,Não avaliado,Normal
I0020855,A01963,SOFT,2,2025/2026,16,Aprovado,Recurso
I0020856,A01963,FINA,1,2024/2025,,Não avaliado,Normal
I0020857,A01963,SINA,2,2021/2022,3,Reprovado,Normal
I0020858,A01963,ALGA,2,2025/2026,0,Reprovado,Normal
I0020859,A01963,PROJ,1,2025/2026,15,Aprovado,Recurso
I0020860,A01963,ESTG,1,2022/2023,13,Aprovado,Normal
I0020861,A01963,PROG,2,2020/2021,,Não avaliado,Recurso
I0020862,A01963,CONT,2,2021/2022,,Não avaliado,Normal
I0020863,A01964,QUIM,1,2025/2026,0,Reprovado,Especial
I0020864,A01964,MICR,1,2024/2025,6,Reprovado,Normal
I0020865,A01964,PROG,2,2025/2026,15,Aprovado,Normal
I0020866,A01964,BDAD,2,2024/2025,20,Aprovado,Normal
I0020867,A01964,FIS2,2,2024/2025,3,Reprovado,Normal
I0020868,A01964,DWHS,2,2024/2025,20,Aprovado,Normal
I0020869,A01964,ALGA,2,2025/2026,17,Aprovado,Normal
I0020870,A01964,MLAB,2,2025/2026,8,Reprovado,Normal
I0020871,A01964,EDUC,1,2025/2026,12,Aprovado,Normal
I0020872,A01964,GENE,1,2025/2026,19,Aprovado,Normal
I0020873,A01964,SINA,2,2024/2025,2,Reprovado,Recurso
I0020874,A01965,ESTA,2,2022/2023,20,Aprovado,Normal
I0020875,A01965,MICR,1,2022/2023,10,Aprovado,Normal
I0020876,A01965,DSCI,1,2024/2025,16,Aprovado,Normal
I0020877,A01965,FIS1,2,2023/2024,14,Aprovado,Normal
I0020878,A01965,ING1,2,2022/2023,16,Aprovado,Normal
I0020879,A01965,MACR,1,2022/2023,7,Reprovado,Especial
I0020880,A01965,SEMI,1,2022/2023,19,Aprovado,Normal
I0020881,A01965,EDUC,1,2024/2025,10,Aprovado,Recurso
I0020882,A01966,ALGA,1,2025/2026,10,Aprovado,Normal
I0020883,A01966,MKTG,1,2025/2026,,Não avaliado,Normal
I0020884,A01966,PROJ,2,2025/2026,7,Reprovado,Normal
I0020885,A01966,FIS2,2,2025/2026,19,Aprovado,Normal
I0020886,A01966,SOFT,1,2025/2026,17,Aprovado,Normal
I0020887,A01966,ANAC,2,2025/2026,,Não avaliado,Normal
I0020888,A01966,ING1,1,2025/2026,6,Reprovado,Recurso
I0020889,A01966,GENE,2,2025/2026,17,Aprovado,Normal
I0020890,A01966,BDAD,1,2025/2026,7,Reprovado,Recurso
I0020891,A01966,FIS1,2,2025/2026,,Não avaliado,Recurso
I0020892,A01966,CALC,2,2025/2026,,Não avaliado,Normal
I0020893,A01966,DWHS,2,2025/2026,11,Aprovado,Normal
I0020894,A01967,ANAC,2,2025/2026,7,Reprovado,Normal
I0020895,A01967,MLAB,2,2025/2026,12,Aprovado,Recurso
I0020896,A01967,CONT,1,2025/2026,5,Reprovado,Normal
I0020897,A01967,ESTA,2,2025/2026,2,Reprovado,Recurso
I0020898,A01967,PROJ,1,2024/2025,,Não avaliado,Normal
I0020899,A01967,DWHS,2,2025/2026,,Não avaliado,Recurso
I0020900,A01967,TRAD,1,2024/2025,,Não avaliado,Normal
I0020901,A01967,QUIM,1,2025/2026,17,Aprovado,Normal
I0020902,A01968,DSCI,1,2022/2023,2,Reprovado,Normal
I0020903,A01968,MICR,2,2023/2024,,Não avaliado,Especial
I0020904,A01968,DWHS,1,2022/2023,17,Aprovado,Normal
I0020905,A01968,PROJ,2,2021/2022,15,Aprovado,Especial
I0020906,A01968,BIAR,2,2021/2022,14,Aprovado,Normal
I0020907,A01968,FINA,1,2022/2023,18,Aprovado,Normal
I0020908,A01968,ESTG,2,2021/2022,16,Aprovado,Especial
I0020909,A01968,PROG,1,2020/2021,16,Aprovado,Recurso
I0020910,A01968,FIS1,1,2020/2021,17,Aprovado,Recurso
I0020911,A01968,ANAC,1,2023/2024,19,Aprovado,Normal
I0020912,A01968,CALC,2,2024/2025,19,Aprovado,Normal
I0020913,A01968,MLAB,1,2021/2022,,Não avaliado,Recurso
I0020914,A01968,PSIC,2,2023/2024,7,Reprovado,Normal
I0020915,A01969,MACR,2,2023/2024,15,Aprovado,Recurso
I0020916,A01969,QUIM,2,2024/2025,15,Aprovado,Normal
I0020917,A01969,TRAD,1,2021/2022,20,Aprovado,Normal
I0020918,A01969,SOFT,1,2023/2024,15,Aprovado,Normal
I0020919,A01969,PSIC,2,2023/2024,15,Aprovado,Recurso
I0020920,A01969,ALGA,2,2024/2025,17,Aprovado,Normal
I0020921,A01969,PROJ,2,2021/2022,14,Aprovado,Normal
I0020922,A01969,DSCI,2,2025/2026,11,Aprovado,Especial
I0020923,A01969,GENE,1,2022/2023,16,Aprovado,Normal
I0020924,A01969,FINA,2,2023/2024,18,Aprovado,Normal
I0020925,A01969,EDUC,2,2021/2022,15,Aprovado,Normal
I0020926,A01969,REDES,1,2025/2026,11,Aprovado,Normal
I0020927,A01970,FIS1,2,2024/2025,3,Reprovado,Normal
I0020928,A01970,FINA,2,2023/2024,,Não avaliado,Normal
I0020929,A01970,ALGA,2,2025/2026,20,Aprovado,Normal
I0020930,A01970,DSCI,1,2024/2025,18,Aprovado,Normal
I0020931,A01970,REDES,1,2023/2024,10,Aprovado,Recurso
I0020932,A01970,EDUC,2,2021/2022,9,Reprovado,Normal
I0020933,A01970,BIOC,2,2021/2022,12,Aprovado,Normal
I0020934,A01970,MKTG,1,2020/2021,7,Reprovado,Recurso
I0020935,A01971,MACR,1,2023/2024,10,Aprovado,Normal
I0020936,A01971,EDUC,2,2025/2026,11,Aprovado,Normal
I0020937,A01971,CONT,1,2025/2026,7,Reprovado,Normal
I0020938,A01971,ALGA,2,2023/2024,18,Aprovado,Especial
I0020939,A01971,SEMI,1,2025/2026,17,Aprovado,Normal
I0020940,A01971,MKTG,1,2024/2025,17,Aprovado,Recurso
I0020941,A01971,ESTA,2,2022/2023,17,Aprovado,Normal
I0020942,A01971,ING1,2,2024/2025,1,Reprovado,Normal
I0020943,A01972,FIS1,2,2024/2025,13,Aprovado,Normal
I0020944,A01972,MKTG,2,2024/2025,15,Aprovado,Normal
I0020945,A01972,BIOC,1,2025/2026,9,Reprovado,Recurso
I0020946,A01972,MICR,1,2023/2024,13,Aprovado,Normal
I0020947,A01972,BIAR,1,2024/2025,19,Aprovado,Normal
I0020948,A01972,ESTA,2,2024/2025,3,Reprovado,Normal
I0020949,A01972,ANAC,1,2024/2025,17,Aprovado,Recurso
I0020950,A01972,FIS2,1,2023/2024,14,Aprovado,Normal
I0020951,A01972,PSIC,1,2023/2024,17,Aprovado,Normal
I0020952,A01972,SINA,1,2023/2024,13,Aprovado,Normal
I0020953,A01972,TRAD,2,2024/2025,19,Aprovado,Normal
I0020954,A01972,MACR,2,2025/2026,3,Reprovado,Recurso
I0020955,A01972,CONT,1,2023/2024,14,Aprovado,Normal
I0020956,A01972,SOFT,2,2024/2025,10,Aprovado,Recurso
I0020957,A01973,ESTA,1,2025/2026,12,Aprovado,Recurso
I0020958,A01973,PROG,2,2025/2026,11,Aprovado,Normal
I0020959,A01973,CONT,2,2025/2026,15,Aprovado,Normal
I0020960,A01973,FINA,1,2020/2021,20,Aprovado,Normal
I0020961,A01973,EDUC,2,2020/2021,10,Aprovado,Recurso
I0020962,A01973,ING1,1,2024/2025,11,Aprovado,Normal
I0020963,A01973,MLAB,1,2022/2023,20,Aprovado,Normal
I0020964,A01973,MKTG,2,2025/2026,0,Reprovado,Normal
I0020965,A01973,BDAD,1,2023/2024,12,Aprovado,Recurso
I0020966,A01974,ALGA,2,2025/2026,4,Reprovado,Normal
I0020967,A01974,CALC,1,2025/2026,1,Reprovado,Normal
I0020968,A01974,MLAB,2,2025/2026,,Não avaliado,Normal
I0020969,A01974,PSIC,2,2023/2024,,Não avaliado,Recurso
I0020970,A01974,QUIM,1,2023/2024,3,Reprovado,Normal
I0020971,A01974,SINA,1,2025/2026,,Não avaliado,Normal
I0020972,A01974,BIAR,1,2023/2024,,Não avaliado,Normal
I0020973,A01974,FINA,2,2024/2025,2,Reprovado,Recurso
I0020974,A01974,ESTA,1,2024/2025,,Não avaliado,Normal
I0020975,A01974,BDAD,2,2023/2024,,Não avaliado,Normal
I0020976,A01974,ING1,2,2024/2025,18,Aprovado,Normal
I0020977,A01974,DSCI,1,2023/2024,,Não avaliado,Normal
I0020978,A01974,SEMI,1,2023/2024,,Não avaliado,Normal
I0020979,A01974,MICR,2,2025/2026,,Não avaliado,Normal
I0020980,A01975,BDAD,1,2025/2026,7,Reprovado,Normal
I0020981,A01975,CONT,1,2023/2024,12,Aprovado,Normal
I0020982,A01975,MKTG,2,2023/2024,,Não avaliado,Normal
I0020983,A01975,TRAD,1,2023/2024,6,Reprovado,Recurso
I0020984,A01975,SINA,2,2025/2026,,Não avaliado,Normal
I0020985,A01975,GENE,1,2025/2026,13,Aprovado,Normal
I0020986,A01975,ALGA,2,2023/2024,11,Aprovado,Normal
I0020987,A01975,PSIC,1,2024/2025,17,Aprovado,Normal
I0020988,A01975,QUIM,1,2023/2024,17,Aprovado,Normal
I0020989,A01975,FINA,1,2024/2025,11,Aprovado,Normal
I0020990,A01975,BIAR,2,2025/2026,16,Aprovado,Recurso
I0020991,A01976,CONT,2,2025/2026,11,Aprovado,Normal
I0020992,A01976,ALGA,1,2025/2026,4,Reprovado,Normal
I0020993,A01976,FIS1,2,2025/2026,15,Aprovado,Normal
I0020994,A01976,BDAD,2,2025/2026,15,Aprovado,Especial
I0020995,A01976,GENE,1,2025/2026,0,Reprovado,Normal
I0020996,A01976,EDUC,2,2025/2026,13,Aprovado,Normal
I0020997,A01976,MACR,1,2025/2026,7,Reprovado,Normal
I0020998,A01976,SOFT,2,2025/2026,16,Aprovado,Normal
I0020999,A01976,ING1,2,2025/2026,11,Aprovado,Recurso
I0021000,A01976,FINA,1,2025/2026,,Não avaliado,Normal
I0021001,A01977,BIAR,2,2023/2024,13,Aprovado,Normal
I0021002,A01977,REDES,2,2024/2025,16,Aprovado,Especial
I0021003,A01977,MLAB,1,2025/2026,20,Aprovado,Normal
I0021004,A01977,GENE,2,2023/2024,17,Aprovado,Recurso
I0021005,A01977,CALC,1,2023/2024,15,Aprovado,Recurso
I0021006,A01977,ING1,2,2025/2026,,Não avaliado,Normal
I0021007,A01977,DWHS,1,2023/2024,14,Aprovado,Especial
I0021008,A01977,EDUC,2,2023/2024,,Não avaliado,Normal
I0021009,A01978,MICR,2,2025/2026,1,Reprovado,Normal
I0021010,A01978,SEMI,2,2023/2024,0,Reprovado,Recurso
I0021011,A01978,GENE,1,2022/2023,,Não avaliado,Normal
I0021012,A01978,BDAD,1,2024/2025,8,Reprovado,Normal
I0021013,A01978,SINA,1,2024/2025,,Não avaliado,Recurso
I0021014,A01978,ALGA,2,2023/2024,7,Reprovado,Normal
I0021015,A01978,MLAB,1,2024/2025,2,Reprovado,Normal
I0021016,A01978,QUIM,2,2024/2025,,Não avaliado,Normal
I0021017,A01978,FINA,1,2025/2026,,Não avaliado,Normal
I0021018,A01978,PSIC,2,2025/2026,7,Reprovado,Normal
I0021019,A01979,TRAD,2,2024/2025,,Não avaliado,Recurso
I0021020,A01979,QUIM,2,2025/2026,14,Aprovado,Recurso
I0021021,A01979,SOFT,2,2024/2025,,Não avaliado,Normal
I0021022,A01979,ING1,1,2023/2024,14,Aprovado,Normal
I0021023,A01979,DWHS,1,2025/2026,16,Aprovado,Recurso
I0021024,A01979,PROJ,1,2024/2025,,Não avaliado,Normal
I0021025,A01979,FIS2,2,2024/2025,,Não avaliado,Especial
I0021026,A01979,FINA,1,2023/2024,19,Aprovado,Especial
I0021027,A01979,EDUC,2,2024/2025,18,Aprovado,Normal
I0021028,A01979,FIS1,1,2023/2024,12,Aprovado,Normal
I0021029,A01979,REDES,1,2023/2024,12,Aprovado,Normal
I0021030,A01980,REDES,2,2021/2022,14,Aprovado,Recurso
I0021031,A01980,PSIC,2,2025/2026,,Não avaliado,Normal
I0021032,A01980,SEMI,2,2020/2021,12,Aprovado,Normal
I0021033,A01980,ESTG,1,2024/2025,14,Aprovado,Normal
I0021034,A01980,SOFT,2,2020/2021,3,Reprovado,Normal
I0021035,A01980,QUIM,1,2021/2022,14,Aprovado,Normal
I0021036,A01980,ING1,2,2022/2023,,Não avaliado,Normal
I0021037,A01980,DWHS,2,2025/2026,14,Aprovado,Normal
I0021038,A01980,GENE,1,2025/2026,12,Aprovado,Normal
I0021039,A01981,CALC,2,2023/2024,13,Aprovado,Normal
I0021040,A01981,MACR,2,2023/2024,,Não avaliado,Normal
I0021041,A01981,ING1,2,2023/2024,18,Aprovado,Normal
I0021042,A01981,BIOC,2,2023/2024,,Não avaliado,Normal
I0021043,A01981,SINA,2,2023/2024,20,Aprovado,Normal
I0021044,A01981,ALGA,2,2023/2024,,Não avaliado,Normal
I0021045,A01981,ANAC,1,2023/2024,,Não avaliado,Especial
I0021046,A01981,TRAD,1,2025/2026,13,Aprovado,Normal
I0021047,A01981,BIAR,2,2023/2024,4,Reprovado,Recurso
I0021048,A01981,SEMI,1,2025/2026,20,Aprovado,Especial
I0021049,A01982,BIAR,1,2024/2025,13,Aprovado,Normal
I0021050,A01982,DSCI,2,2021/2022,10,Aprovado,Recurso
I0021051,A01982,SEMI,1,2024/2025,14,Aprovado,Recurso
I0021052,A01982,ESTG,2,2025/2026,12,Aprovado,Normal
I0021053,A01982,FINA,1,2023/2024,17,Aprovado,Normal
I0021054,A01982,QUIM,2,2024/2025,12,Aprovado,Normal
I0021055,A01982,ANAC,1,2023/2024,18,Aprovado,Normal
I0021056,A01982,MACR,2,2024/2025,2,Reprovado,Normal
I0021057,A01982,SINA,1,2023/2024,13,Aprovado,Especial
I0021058,A01983,BIOC,1,2024/2025,19,Aprovado,Normal
I0021059,A01983,ALGA,1,2025/2026,15,Aprovado,Recurso
I0021060,A01983,GENE,2,2024/2025,19,Aprovado,Normal
I0021061,A01983,ESTA,1,2025/2026,,Não avaliado,Recurso
I0021062,A01983,FINA,1,2025/2026,,Não avaliado,Normal
I0021063,A01983,CALC,2,2025/2026,14,Aprovado,Normal
I0021064,A01983,CONT,1,2025/2026,11,Aprovado,Recurso
I0021065,A01983,TRAD,1,2024/2025,1,Reprovado,Normal
I0021066,A01983,ANAC,2,2024/2025,18,Aprovado,Normal
I0021067,A01983,ING1,2,2024/2025,15,Aprovado,Recurso
I0021068,A01983,BIAR,1,2025/2026,16,Aprovado,Normal
I0021069,A01984,ESTA,2,2024/2025,18,Aprovado,Especial
I0021070,A01984,MLAB,1,2024/2025,17,Aprovado,Recurso
I0021071,A01984,BIAR,2,2024/2025,18,Aprovado,Normal
I0021072,A01984,CALC,1,2024/2025,18,Aprovado,Normal
I0021073,A01984,TRAD,2,2024/2025,11,Aprovado,Normal
I0021074,A01984,PSIC,2,2024/2025,17,Aprovado,Normal
I0021075,A01984,SEMI,2,2024/2025,18,Aprovado,Normal
I0021076,A01984,QUIM,1,2025/2026,0,Reprovado,Normal
I0021077,A01984,REDES,1,2025/2026,17,Aprovado,Normal
I0021078,A01984,MKTG,1,2024/2025,,Não avaliado,Recurso
I0021079,A01984,PROG,1,2024/2025,3,Reprovado,Recurso
I0021080,A01984,PROJ,1,2025/2026,10,Aprovado,Normal
I0021081,A01984,BIOC,2,2024/2025,16,Aprovado,Normal
I0021082,A01984,MACR,2,2025/2026,20,Aprovado,Normal
I0021083,A01984,EDUC,2,2024/2025,10,Aprovado,Normal
I0021084,A01985,BIOC,2,2022/2023,12,Aprovado,Especial
I0021085,A01985,ALGA,2,2025/2026,17,Aprovado,Normal
I0021086,A01985,FIS2,2,2025/2026,20,Aprovado,Recurso
I0021087,A01985,CALC,2,2021/2022,9,Reprovado,Especial
I0021088,A01985,TRAD,2,2025/2026,14,Aprovado,Normal
I0021089,A01985,GENE,2,2020/2021,13,Aprovado,Normal
I0021090,A01986,SINA,2,2025/2026,12,Aprovado,Normal
I0021091,A01986,MLAB,1,2020/2021,14,Aprovado,Normal
I0021092,A01986,BIAR,2,2022/2023,16,Aprovado,Especial
I0021093,A01986,FINA,1,2025/2026,20,Aprovado,Normal
I0021094,A01986,EDUC,2,2021/2022,17,Aprovado,Normal
I0021095,A01986,ING1,2,2021/2022,11,Aprovado,Normal
I0021096,A01986,CALC,2,2022/2023,11,Aprovado,Normal
I0021097,A01986,SOFT,1,2025/2026,1,Reprovado,Normal
I0021098,A01986,DSCI,1,2020/2021,13,Aprovado,Normal
I0021099,A01986,CONT,2,2021/2022,19,Aprovado,Normal
I0021100,A01987,BDAD,2,2021/2022,13,Aprovado,Normal
I0021101,A01987,FIS2,2,2025/2026,14,Aprovado,Normal
I0021102,A01987,MICR,2,2021/2022,15,Aprovado,Normal
I0021103,A01987,BIOC,2,2025/2026,11,Aprovado,Normal
I0021104,A01987,EDUC,1,2022/2023,9,Reprovado,Normal
I0021105,A01987,FINA,1,2021/2022,,Não avaliado,Normal
I0021106,A01987,ANAC,1,2023/2024,2,Reprovado,Recurso
I0021107,A01987,PROJ,1,2024/2025,10,Aprovado,Normal
I0021108,A01987,SINA,2,2022/2023,14,Aprovado,Normal
I0021109,A01987,CONT,1,2021/2022,16,Aprovado,Normal
I0021110,A01987,BIAR,2,2020/2021,14,Aprovado,Normal
I0021111,A01988,PROG,2,2020/2021,19,Aprovado,Normal
I0021112,A01988,DSCI,1,2020/2021,10,Aprovado,Normal
I0021113,A01988,MKTG,2,2024/2025,2,Reprovado,Normal
I0021114,A01988,PROJ,1,2025/2026,15,Aprovado,Especial
I0021115,A01988,ING1,2,2025/2026,6,Reprovado,Normal
I0021116,A01988,BIAR,1,2025/2026,14,Aprovado,Normal
I0021117,A01988,DWHS,2,2023/2024,12,Aprovado,Normal
I0021118,A01988,MICR,1,2022/2023,16,Aprovado,Normal
I0021119,A01988,GENE,2,2020/2021,20,Aprovado,Normal
I0021120,A01988,ALGA,2,2023/2024,19,Aprovado,Normal
I0021121,A01988,SEMI,2,2021/2022,,Não avaliado,Recurso
I0021122,A01988,ESTG,1,2022/2023,18,Aprovado,Normal
I0021123,A01988,TRAD,1,2023/2024,7,Reprovado,Recurso
I0021124,A01989,REDES,2,2025/2026,18,Aprovado,Recurso
I0021125,A01989,SINA,1,2025/2026,13,Aprovado,Recurso
I0021126,A01989,GENE,2,2025/2026,20,Aprovado,Normal
I0021127,A01989,ALGA,2,2025/2026,12,Aprovado,Normal
I0021128,A01989,DWHS,2,2025/2026,18,Aprovado,Normal
I0021129,A01989,ESTG,1,2025/2026,12,Aprovado,Normal
I0021130,A01989,PSIC,1,2025/2026,17,Aprovado,Recurso
I0021131,A01989,FIS2,2,2025/2026,,Não avaliado,Recurso
I0021132,A01990,PROJ,1,2024/2025,10,Aprovado,Normal
I0021133,A01990,MICR,1,2023/2024,10,Aprovado,Normal
I0021134,A01990,CONT,2,2025/2026,18,Aprovado,Normal
I0021135,A01990,PSIC,1,2021/2022,17,Aprovado,Normal
I0021136,A01990,BDAD,2,2024/2025,15,Aprovado,Normal
I0021137,A01990,ESTG,1,2020/2021,17,Aprovado,Normal
I0021138,A01990,BIAR,1,2021/2022,0,Reprovado,Normal
I0021139,A01990,DWHS,2,2020/2021,13,Aprovado,Normal
I0021140,A01990,SINA,2,2023/2024,19,Aprovado,Normal
I0021141,A01990,QUIM,1,2023/2024,10,Aprovado,Normal
I0021142,A01990,MACR,2,2021/2022,14,Aprovado,Especial
I0021143,A01991,BDAD,2,2024/2025,17,Aprovado,Normal
I0021144,A01991,PROJ,2,2025/2026,13,Aprovado,Normal
I0021145,A01991,TRAD,2,2025/2026,16,Aprovado,Normal
I0021146,A01991,ING1,2,2025/2026,,Não avaliado,Especial
I0021147,A01991,FIS1,1,2025/2026,19,Aprovado,Normal
I0021148,A01991,SEMI,2,2024/2025,17,Aprovado,Recurso
I0021149,A01991,REDES,1,2024/2025,14,Aprovado,Normal
I0021150,A01991,QUIM,2,2025/2026,12,Aprovado,Normal
I0021151,A01991,GENE,2,2025/2026,12,Aprovado,Recurso
I0021152,A01991,FINA,2,2024/2025,14,Aprovado,Especial
I0021153,A01991,SOFT,2,2025/2026,10,Aprovado,Normal
I0021154,A01992,MACR,2,2025/2026,6,Reprovado,Normal
I0021155,A01992,CONT,1,2025/2026,20,Aprovado,Normal
I0021156,A01992,PROJ,1,2025/2026,,Não avaliado,Normal
I0021157,A01992,MICR,1,2025/2026,16,Aprovado,Normal
I0021158,A01992,PROG,1,2025/2026,11,Aprovado,Normal
I0021159,A01992,EDUC,2,2025/2026,17,Aprovado,Normal
I0021160,A01992,SOFT,2,2025/2026,14,Aprovado,Normal
I0021161,A01992,REDES,1,2025/2026,11,Aprovado,Normal
I0021162,A01993,REDES,2,2024/2025,12,Aprovado,Recurso
I0021163,A01993,CONT,2,2021/2022,13,Aprovado,Normal
I0021164,A01993,MACR,2,2022/2023,13,Aprovado,Normal
I0021165,A01993,BIAR,1,2021/2022,,Não avaliado,Normal
I0021166,A01993,GENE,2,2024/2025,19,Aprovado,Recurso
I0021167,A01993,PROG,2,2023/2024,17,Aprovado,Normal
I0021168,A01993,ING1,2,2024/2025,19,Aprovado,Recurso
I0021169,A01993,BDAD,1,2023/2024,20,Aprovado,Recurso
I0021170,A01994,PROG,1,2024/2025,20,Aprovado,Normal
I0021171,A01994,BDAD,1,2024/2025,16,Aprovado,Normal
I0021172,A01994,SEMI,1,2025/2026,10,Aprovado,Normal
I0021173,A01994,ESTA,1,2024/2025,19,Aprovado,Normal
I0021174,A01994,GENE,2,2025/2026,11,Aprovado,Normal
I0021175,A01994,ING1,1,2025/2026,6,Reprovado,Normal
I0021176,A01994,MACR,2,2025/2026,17,Aprovado,Recurso
I0021177,A01994,CALC,2,2024/2025,10,Aprovado,Recurso
I0021178,A01994,EDUC,2,2024/2025,12,Aprovado,Normal
I0021179,A01994,REDES,2,2025/2026,11,Aprovado,Normal
I0021180,A01994,DWHS,2,2024/2025,17,Aprovado,Normal
I0021181,A01994,MLAB,1,2025/2026,17,Aprovado,Normal
I0021182,A01995,FIS2,2,2024/2025,8,Reprovado,Recurso
I0021183,A01995,MLAB,1,2024/2025,18,Aprovado,Normal
